boost_number,base_price,first_boost_amount,penultimate_boost_amount,last_boost_amount,original_driver_supply,penultimate_driver_supply,last_driver_supply,hour_sin,hour_cos,time_to_ride_start,metro_area_DEN,metro_area_DET,metro_area_DFW,metro_area_LAS,metro_area_LAX,metro_area_MCL,metro_area_MSP,metro_area_NYC,metro_area_PDX,metro_area_SDF,metro_area_SFO,metro_area_STL,metro_area_TPA,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6
3,12.0,0.0,2.63,1.94,80,80,89,-0.5000000000000004,0.8660254037844384,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,25.0,0.0,1.61,2.13,140,139,132,-0.2588190451025215,0.9659258262890681,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5,12.0,0.0,3.03,1.96,96,82,106,0.0,1.0,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,14.0,0.0,0.0,1.71,189,189,179,0.25881904510252074,0.9659258262890683,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,25.0,0.0,1.57,1.6,343,305,241,0.49999999999999994,0.8660254037844387,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,48.5,0.0,1.84,1.74,151,186,176,0.7071067811865475,0.7071067811865476,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,35.0,0.0,1.71,1.79,215,226,221,0.8660254037844386,0.5000000000000001,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,16.0,0.0,1.91,2.02,174,146,210,0.9659258262890683,0.25881904510252074,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,35.0,0.0,1.88,1.9,224,165,168,1.0,6.123233995736766e-17,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,12.0,0.0,2.48,1.75,157,211,167,0.9659258262890683,-0.25881904510252063,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,48.5,0.0,2.17,1.58,127,172,179,0.8660254037844388,-0.4999999999999998,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16.0,0.0,1.7,1.95,203,192,167,0.7071067811865476,-0.7071067811865475,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12.0,0.0,2.17,1.78,79,79,72,0.49999999999999994,-0.8660254037844387,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10.0,0.0,1.68,1.74,250,305,247,0.258819045102521,-0.9659258262890682,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10.0,0.0,1.71,2.21,174,129,134,1.2246467991473532e-16,-1.0,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.0,0.0,0.0,1.57,346,346,245,-0.2588190451025208,-0.9659258262890683,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48.5,0.0,0.0,2.17,132,132,129,-0.4999999999999998,-0.8660254037844388,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,48.5,0.0,1.66,1.85,115,165,114,-0.7071067811865471,-0.7071067811865479,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,35.0,0.0,0.0,0.0,145,145,145,-0.8660254037844384,-0.5000000000000004,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,10.0,0.0,1.88,1.69,114,100,134,-0.9659258262890683,-0.25881904510252063,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25.0,0.0,1.83,2.19,98,101,95,-1.0,-1.8369701987210297e-16,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,25.0,0.0,1.89,1.8,156,164,133,-0.9659258262890684,0.2588190451025203,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,48.5,0.0,1.79,1.98,182,228,201,-0.8660254037844386,0.5,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,48.5,0.0,1.55,1.94,162,194,192,-0.7071067811865477,0.7071067811865474,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,12.0,0.0,1.87,1.72,210,167,181,-0.5000000000000004,0.8660254037844384,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,48.5,0.0,2.21,1.8,152,105,116,-0.2588190451025215,0.9659258262890681,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16.0,0.0,1.79,1.86,109,131,117,0.0,1.0,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,25.0,0.0,0.0,1.66,126,126,117,0.25881904510252074,0.9659258262890683,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,12.0,0.0,1.92,1.62,143,143,141,0.49999999999999994,0.8660254037844387,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7,16.0,0.0,1.77,1.66,236,210,237,0.7071067811865475,0.7071067811865476,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10,48.5,0.0,1.76,1.87,298,247,243,0.8660254037844386,0.5000000000000001,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,48.5,0.0,1.8,1.65,210,205,186,0.9659258262890683,0.25881904510252074,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10,10.0,0.0,1.74,2.49,207,198,202,1.0,6.123233995736766e-17,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3,12.0,0.0,3.14,2.05,105,75,78,0.9659258262890683,-0.25881904510252063,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,16.0,0.0,0.0,2.2,208,208,162,0.8660254037844388,-0.4999999999999998,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,14.0,0.0,1.67,1.6,221,161,172,0.7071067811865476,-0.7071067811865475,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,48.5,0.0,0.0,2.02,280,280,230,0.49999999999999994,-0.8660254037844387,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,35.0,0.0,3.05,2.12,87,80,103,0.258819045102521,-0.9659258262890682,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,35.0,0.0,2.15,1.6,118,148,135,1.2246467991473532e-16,-1.0,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,48.5,0.0,2.0,1.68,80,76,105,-0.2588190451025208,-0.9659258262890683,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,14.0,0.0,1.77,1.8,166,180,184,-0.4999999999999998,-0.8660254037844388,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3,25.0,0.0,2.22,1.77,103,114,97,-0.7071067811865471,-0.7071067811865479,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,35.0,0.0,1.9,2.12,204,226,190,-0.8660254037844384,-0.5000000000000004,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2,16.0,0.0,1.73,2.16,165,161,183,-0.9659258262890683,-0.25881904510252063,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,48.5,0.0,1.73,1.72,160,177,186,-1.0,-1.8369701987210297e-16,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7,48.5,0.0,2.17,1.9,98,115,102,-0.9659258262890684,0.2588190451025203,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9,48.5,0.0,1.81,2.61,77,96,72,-0.8660254037844386,0.5,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,14.0,0.0,1.88,1.76,154,183,215,-0.7071067811865477,0.7071067811865474,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,25.0,0.0,0.0,0.0,181,181,181,-0.5000000000000004,0.8660254037844384,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9,12.0,0.0,2.2,1.72,134,157,134,-0.2588190451025215,0.9659258262890681,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3,48.5,0.0,1.56,1.98,266,242,274,0.0,1.0,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,12.0,0.0,1.79,1.72,119,96,136,0.25881904510252074,0.9659258262890683,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,16.0,0.0,0.0,1.64,116,116,147,0.49999999999999994,0.8660254037844387,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7,16.0,0.0,1.63,1.57,628,672,670,0.7071067811865475,0.7071067811865476,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,16.0,0.0,1.74,1.65,241,248,203,0.8660254037844386,0.5000000000000001,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9,35.0,0.0,1.67,1.61,255,231,275,0.9659258262890683,0.25881904510252074,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8,16.0,0.0,1.65,1.99,131,183,189,1.0,6.123233995736766e-17,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4,48.5,0.0,1.97,1.75,123,136,131,0.9659258262890683,-0.25881904510252063,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,14.0,0.0,1.84,2.16,130,118,110,0.8660254037844388,-0.4999999999999998,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,14.0,0.0,1.86,1.65,240,256,279,0.7071067811865476,-0.7071067811865475,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,25.0,0.0,0.0,0.0,135,135,135,0.49999999999999994,-0.8660254037844387,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,14.0,0.0,1.62,1.85,204,196,171,0.258819045102521,-0.9659258262890682,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,35.0,0.0,1.74,1.65,173,138,174,1.2246467991473532e-16,-1.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9,12.0,0.0,1.79,1.99,130,153,126,-0.2588190451025208,-0.9659258262890683,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7,25.0,0.0,2.29,2.06,92,80,107,-0.4999999999999998,-0.8660254037844388,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,14.0,0.0,1.86,1.63,256,215,202,-0.7071067811865471,-0.7071067811865479,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,16.0,0.0,0.0,0.0,83,83,83,-0.8660254037844384,-0.5000000000000004,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,14.0,0.0,1.66,1.8,138,168,144,-0.9659258262890683,-0.25881904510252063,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,10.0,0.0,1.73,1.98,113,110,102,-1.0,-1.8369701987210297e-16,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8,25.0,0.0,1.62,1.74,179,201,187,-0.9659258262890684,0.2588190451025203,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,48.5,0.0,1.61,1.57,357,333,263,-0.8660254037844386,0.5,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,48.5,0.0,1.72,1.76,155,227,189,-0.7071067811865477,0.7071067811865474,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,35.0,0.0,1.75,1.67,161,166,160,-0.5000000000000004,0.8660254037844384,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,14.0,0.0,0.0,0.0,139,139,139,-0.2588190451025215,0.9659258262890681,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,14.0,0.0,1.71,1.97,194,224,161,0.0,1.0,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,35.0,0.0,1.91,2.06,140,143,122,0.25881904510252074,0.9659258262890683,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,12.0,0.0,0.0,0.0,225,225,225,0.49999999999999994,0.8660254037844387,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9,16.0,0.0,2.71,1.8,203,212,225,0.7071067811865475,0.7071067811865476,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,16.0,0.0,0.0,0.0,188,188,188,0.8660254037844386,0.5000000000000001,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5,12.0,0.0,2.46,2.34,88,75,72,0.9659258262890683,0.25881904510252074,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,12.0,0.0,1.77,1.67,151,148,153,1.0,6.123233995736766e-17,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7,10.0,0.0,2.12,2.08,92,86,88,0.9659258262890683,-0.25881904510252063,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,35.0,0.0,1.84,1.97,102,80,72,0.8660254037844388,-0.4999999999999998,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,25.0,0.0,1.86,2.08,180,214,178,0.7071067811865476,-0.7071067811865475,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6,16.0,0.0,1.66,1.81,119,123,137,0.49999999999999994,-0.8660254037844387,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8,12.0,0.0,1.62,1.65,714,672,739,0.258819045102521,-0.9659258262890682,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,12.0,0.0,2.14,2.16,110,83,102,1.2246467991473532e-16,-1.0,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,35.0,0.0,1.81,1.71,90,88,85,-0.2588190451025208,-0.9659258262890683,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4,48.5,0.0,2.27,2.49,138,130,156,-0.4999999999999998,-0.8660254037844388,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,25.0,0.0,1.97,1.92,88,90,88,-0.7071067811865471,-0.7071067811865479,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10,12.0,0.0,1.59,1.52,298,271,328,-0.8660254037844384,-0.5000000000000004,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,48.5,0.0,1.65,1.7,153,226,222,-0.9659258262890683,-0.25881904510252063,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,10.0,0.0,2.2,1.83,128,134,150,-1.0,-1.8369701987210297e-16,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4,25.0,0.0,1.62,1.71,167,209,199,-0.9659258262890684,0.2588190451025203,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3,48.5,0.0,2.16,2.41,93,72,77,-0.8660254037844386,0.5,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,10.0,0.0,1.71,1.85,188,188,138,-0.7071067811865477,0.7071067811865474,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5,14.0,0.0,1.7,1.8,210,299,218,-0.5000000000000004,0.8660254037844384,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,16.0,0.0,0.0,0.0,167,167,167,-0.2588190451025215,0.9659258262890681,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10,12.0,0.0,1.57,1.6,296,291,354,0.0,1.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,48.5,0.0,1.62,1.69,233,170,208,0.25881904510252074,0.9659258262890683,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6,25.0,0.0,1.95,2.69,104,99,99,0.49999999999999994,0.8660254037844387,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,10.0,0.0,1.61,1.79,133,123,139,0.7071067811865475,0.7071067811865476,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,16.0,0.0,0.0,0.0,271,271,271,0.8660254037844386,0.5000000000000001,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6,16.0,0.0,1.69,1.66,242,195,185,0.9659258262890683,0.25881904510252074,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7,12.0,0.0,1.82,1.81,164,139,120,1.0,6.123233995736766e-17,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,48.5,0.0,2.38,1.9,82,101,101,0.9659258262890683,-0.25881904510252063,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,16.0,0.0,2.0,1.82,115,95,115,0.8660254037844388,-0.4999999999999998,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,12.0,0.0,1.68,1.85,252,222,221,0.7071067811865476,-0.7071067811865475,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6,48.5,0.0,1.54,2.0,251,235,201,0.49999999999999994,-0.8660254037844387,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,48.5,0.0,1.54,1.53,844,653,861,0.258819045102521,-0.9659258262890682,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,14.0,0.0,0.0,1.78,193,193,160,1.2246467991473532e-16,-1.0,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,12.0,0.0,2.68,2.15,110,115,130,-0.2588190451025208,-0.9659258262890683,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,35.0,0.0,0.0,1.63,112,112,126,-0.4999999999999998,-0.8660254037844388,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10.0,0.0,0.0,0.0,151,151,151,-0.7071067811865471,-0.7071067811865479,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2,35.0,0.0,1.96,1.7,139,148,141,-0.8660254037844384,-0.5000000000000004,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9,48.5,0.0,1.95,1.9,136,163,140,-0.9659258262890683,-0.25881904510252063,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,48.5,0.0,1.72,1.69,260,220,227,-1.0,-1.8369701987210297e-16,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7,16.0,0.0,1.95,1.93,168,225,180,-0.9659258262890684,0.2588190451025203,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4,16.0,0.0,2.14,2.33,97,97,105,-0.8660254037844386,0.5,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,16.0,0.0,1.72,1.97,115,81,99,-0.7071067811865477,0.7071067811865474,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5,48.5,0.0,1.82,1.9,201,214,169,-0.5000000000000004,0.8660254037844384,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,12.0,0.0,2.05,1.79,121,177,166,-0.2588190451025215,0.9659258262890681,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,25.0,0.0,1.92,1.79,126,133,133,0.0,1.0,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8,12.0,0.0,1.87,2.75,159,128,158,0.25881904510252074,0.9659258262890683,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,10.0,0.0,1.59,1.59,765,724,774,0.49999999999999994,0.8660254037844387,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,12.0,0.0,2.29,2.13,77,79,76,0.7071067811865475,0.7071067811865476,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,16.0,0.0,1.93,1.89,205,203,166,0.8660254037844386,0.5000000000000001,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,14.0,0.0,1.75,1.66,126,130,147,0.9659258262890683,0.25881904510252074,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,10.0,0.0,1.58,1.73,243,288,285,1.0,6.123233995736766e-17,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6,35.0,0.0,1.81,1.68,263,245,228,0.9659258262890683,-0.25881904510252063,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10,14.0,0.0,1.87,1.72,147,104,115,0.8660254037844388,-0.4999999999999998,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8,10.0,0.0,1.7,1.72,237,270,256,0.7071067811865476,-0.7071067811865475,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,10.0,0.0,0.0,1.76,187,187,202,0.49999999999999994,-0.8660254037844387,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,48.5,0.0,2.21,3.23,81,80,82,0.258819045102521,-0.9659258262890682,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,16.0,0.0,1.65,1.88,340,344,263,1.2246467991473532e-16,-1.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,48.5,0.0,1.58,1.79,130,191,132,-0.2588190451025208,-0.9659258262890683,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7,35.0,0.0,2.28,2.82,81,105,80,-0.4999999999999998,-0.8660254037844388,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,12.0,0.0,2.17,1.91,153,121,112,-0.7071067811865471,-0.7071067811865479,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7,48.5,0.0,1.58,1.56,876,673,878,-0.8660254037844384,-0.5000000000000004,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,35.0,0.0,1.82,1.88,139,104,123,-0.9659258262890683,-0.25881904510252063,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,16.0,0.0,3.21,2.17,98,82,82,-1.0,-1.8369701987210297e-16,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,16.0,0.0,2.01,2.56,156,151,130,-0.9659258262890684,0.2588190451025203,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10,48.5,0.0,1.85,2.15,106,138,101,-0.8660254037844386,0.5,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,16.0,0.0,1.56,1.75,251,199,255,-0.7071067811865477,0.7071067811865474,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,14.0,0.0,0.0,0.0,141,141,141,-0.5000000000000004,0.8660254037844384,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,35.0,0.0,1.88,1.67,262,238,280,-0.2588190451025215,0.9659258262890681,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,35.0,0.0,0.0,0.0,161,161,161,0.0,1.0,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6,10.0,0.0,2.12,2.0,92,102,99,0.25881904510252074,0.9659258262890683,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,25.0,0.0,1.86,1.7,201,228,272,0.49999999999999994,0.8660254037844387,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6,12.0,0.0,1.63,1.84,188,229,214,0.7071067811865475,0.7071067811865476,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,16.0,0.0,2.12,2.1,148,104,109,0.8660254037844386,0.5000000000000001,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,35.0,0.0,0.0,1.98,176,176,163,0.9659258262890683,0.25881904510252074,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,35.0,0.0,0.0,0.0,222,222,222,1.0,6.123233995736766e-17,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8,10.0,0.0,1.89,2.61,114,100,97,0.9659258262890683,-0.25881904510252063,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,12.0,0.0,1.77,1.8,207,174,191,0.8660254037844388,-0.4999999999999998,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8,25.0,0.0,1.87,1.78,201,198,176,0.7071067811865476,-0.7071067811865475,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,25.0,0.0,2.26,1.93,92,85,76,0.49999999999999994,-0.8660254037844387,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,16.0,0.0,1.93,1.88,80,85,100,0.258819045102521,-0.9659258262890682,36.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,25.0,0.0,2.51,2.22,84,78,82,1.2246467991473532e-16,-1.0,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,25.0,0.0,2.39,2.09,109,101,130,-0.2588190451025208,-0.9659258262890683,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,48.5,0.0,2.01,1.64,182,173,153,-0.4999999999999998,-0.8660254037844388,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,12.0,0.0,1.67,1.76,190,241,247,-0.7071067811865471,-0.7071067811865479,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,12.0,0.0,0.0,1.62,251,251,313,-0.8660254037844384,-0.5000000000000004,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
